103
102|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
101|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
100|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
99|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
98|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
97|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
95|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
94|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
93|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
92|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
91|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
90|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
89|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
88|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
87|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
86|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
85|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
84|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
83|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
82|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
81|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
80|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
79|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
78|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
77|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
76|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
75|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
74|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
73|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
72|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
71|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
70|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
69|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
68|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
67|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
66|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
65|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
64|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
63|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
62|0|1|||0.0|0.0|ei muuta lis‰tt‰v‰‰
